Hotel ID,Review ID,Hotel Name,Address,Review Date,Rating,Review Text,Reviewer Name,Hotel Response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"Pros: Sadly nothing! having travelled all around the world in 3rd world countries with 0 issues I can’t believe the worst hotel experience was in Singapore! Very sad
Cons: HOTEL FROM HELL! Having previously travelled around Asia with no issues this is by far the worst hotel I have EVER stayed in. Upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. The room smelled of damp and had visible damp patches all around the room. Cockroaches and other bugs ran around the bathroom. Beds were filthy and the whole place just was so unclean it was horrendous. In our fist room I was bitten badly by bed bugs so requested to move rooms for the second night. Staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. All the man with the ponytail said behind the desk was “this room is
nicer”. Reluctantly we stayed a second night due to already paying and having little money left after travelling. Second room was just as bad! Clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the AC not working properly). The bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if I could have a new bottle or if I could please use the vending machine but was told abruptly NO whilst
she laughed in my face. At check out no one even bothered to ask us how our stay was. Also note a man was also complaining at the same time so I presume this is a very common occursnce. AVOID",Sophie,1658724319
1097088,4641851555,N/A,N/A,2023-10-12 03:45:04,N/A,"Pros: Check in was smooth. The hotel was peaceful. Good choice of television programmes. Great location.
Cons: Got bitten while asleep - suspect there may be bed bugs. The bathroom had an unpleasant urine smell - as if someone had urinated on the bathroom wall.",James,No response
1097088,2920950256,N/A,N/A,2022-07-22 06:56:47,N/A,"Pros: Sadly nothing! having travelled all around the world in 3rd world countries with 0 issues I can’t believe the worst hotel experience was in Singapore! Very sad
Cons: HOTEL FROM HELL! Having previously travelled around Asia with no issues this is by far the worst hotel I have EVER stayed in. Upon arrival it seemed lovely- lobby was clean and fresh but that’s where the positives end. The room smelled of damp and had visible damp patches all around the room. Cockroaches and other bugs ran around the bathroom. Beds were filthy and the whole place just was so unclean it was horrendous. In our fist room I was bitten badly by bed bugs so requested to move rooms for the second night. Staff were very very rude and didn’t even offer an apology or anything about the bites or the state of the room. All the man with the ponytail said behind the desk was “this room is
nicer”. Reluctantly we stayed a second night due to already paying and having little money left after travelling. Second room was just as bad! Clear dust everywhere, horrendous smell of mouldy fish (presumably due to the room having no window and the AC not working properly). The bottled water in the rooms was vile - it smelled like used gym socks so presume this had been filled up with tap water and passed on as bottle water. i asked the lady at reception if I could have a new bottle or if I could please use the vending machine but was told abruptly NO whilst
she laughed in my face. At check out no one even bothered to ask us how our stay was. Also note a man was also complaining at the same time so I presume this is a very common occursnce. AVOID",Sophie,1658724319
1522663,,7 Wonders Hostel at Upper Dickson,"12A Upper Dickson Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/clifden-hostel.html,,
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"Pros: It was actually okay but the bedbugs were such a deal breaker I was bitten and itching my whole stay.
Cons: BEDBUGS! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"Pros: The staff were friendly and helpful although absent at first. But we're definitely the best thing about the hostel.
Cons: The rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"Pros: Nothing
Cons: We found bed bugs in bed and staff was also rude. I booked the hotel for 5 nights but i left the hotel on the first day itself. They didn’t refunded me.. because of bed bugs we didn’t slept whole night. I want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"Pros: There was bedbugs on the bed. When i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
Cons: Im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"Pros: Good location, the a/c was good and the curtains
Cons: Bed bugs, the bathroom was dirty all the time, staff was fine, But still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"Pros: Affordable price
Cons: Bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"Pros: If not bedbugs I wouldn't be so strict but I came home biten by bedbugs
Cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, I hope from time to time at least)
- I spent there one night and 24 hours later I started to scratch, my body was biten by bedbugs!!! It's week later and I still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without Singapore socket adapter but you can buy it for S$1.5 in the reception, what is pointless as it will be trash in many cases after one use (I asked them if I can buy it and 8h later sell it back but of course NO)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"Pros: 
Cons: Habe dort Bedbugs bekommen und es war absolut dreckig und widerlich! Tue dir einen Gefallen und geh dort nicht hin!!",Uta,No response
1522663,5072552188,N/A,N/A,2024-08-23 15:48:27,N/A,"Pros: It was actually okay but the bedbugs were such a deal breaker I was bitten and itching my whole stay.
Cons: BEDBUGS! also there's not much space on the shoe rack.",Roland,No response
1522663,5059861018,N/A,N/A,2024-07-30 16:42:11,N/A,"Pros: The staff were friendly and helpful although absent at first. But we're definitely the best thing about the hostel.
Cons: The rats scurrying around the hallways, the general uncleanliness and bedbugs.",Katerina,1722412079
1522663,5041123881,N/A,N/A,2024-06-19 18:06:43,N/A,"Pros: Nothing
Cons: We found bed bugs in bed and staff was also rude. I booked the hotel for 5 nights but i left the hotel on the first day itself. They didn’t refunded me.. because of bed bugs we didn’t slept whole night. I want my refund.",Pansare,1719281750
1522663,5023388098,N/A,N/A,2024-04-30 19:42:38,N/A,"Pros: There was bedbugs on the bed. When i said the staff about it they said we dont have bedbugs in the hotel.and even said i bought bedbugs to the hotel.this is the level of rudeness they are showing.
Cons: Im trying to upload the video but there’s some sort of glitch .it’s not accepting",Syed,No response
1522663,2235662826,N/A,N/A,2023-10-06 05:00:00,N/A,"Pros: Good location, the a/c was good and the curtains
Cons: Bed bugs, the bathroom was dirty all the time, staff was fine, But still a bit disrespectfull when i tried to do a meeting by talkinh loudly and playing movies on phone.",Lucas,1696576405
1522663,2952741986,N/A,N/A,2023-03-29 13:40:00,N/A,"Pros: Affordable price
Cons: Bed is infested by bed bugs",William,No response
1522663,3549895533,N/A,N/A,2022-12-14 09:04:34,N/A,"Pros: If not bedbugs I wouldn't be so strict but I came home biten by bedbugs
Cons: - there were blankets to cover during the night but without any sheet! smelly, not fresh (as it is not washed every time, I hope from time to time at least)
- I spent there one night and 24 hours later I started to scratch, my body was biten by bedbugs!!! It's week later and I still suffer from itchiness and have a lot of bites on my body
- you cannot charge your phone without Singapore socket adapter but you can buy it for S$1.5 in the reception, what is pointless as it will be trash in many cases after one use (I asked them if I can buy it and 8h later sell it back but of course NO)",Ewelina,No response
1522663,5041484821,N/A,N/A,2024-06-20 17:36:35,N/A,"Pros: 
Cons: Habe dort Bedbugs bekommen und es war absolut dreckig und widerlich! Tue dir einen Gefallen und geh dort nicht hin!!",Uta,No response
25002,,Rendezvous Hotel Singapore by Far East Hospitality,"9 Bras Basah Road, Singapore, Singapore",,,URL: https://www.booking.com/hotel/sg/rendezvous.html,,
25002,4210254118,N/A,N/A,2023-12-04 17:58:23,N/A,"Pros: Location was amazing. The hotel is at an MRT station. The area in which it is situated is good and well connected to Sentosa or Harbour Front. Staff was helpful. The artsy vibe of the hotel and locality was enriching.
Cons: The rooms are cramped including the club room. The bed and bedsheet had bed bugs, my child and I woke up with bites. The bed was small and mattress was uncomfortable. Breakfast was outsourced and was arranged in a depressing conference room.",Vineet,1702280487
25002,4210254118,N/A,N/A,2023-12-04 17:58:23,N/A,"Pros: Location was amazing. The hotel is at an MRT station. The area in which it is situated is good and well connected to Sentosa or Harbour Front. Staff was helpful. The artsy vibe of the hotel and locality was enriching.
Cons: The rooms are cramped including the club room. The bed and bedsheet had bed bugs, my child and I woke up with bites. The bed was small and mattress was uncomfortable. Breakfast was outsourced and was arranged in a depressing conference room.",Vineet,1702280487
